"COMPLEX_ID_NUM","STRUCTURE_NUMBER","REMOVAL_DISPOSITION"
"10287","1",""
"10288","1",""
"10289","1","Rigs-to-Reef"
"10291","1",""
"10292","1","To Shore"
"10293","1",""
"10294","1","Reuse"
"10295","1","To Shore"
"10296","1","To Shore"
"10299","1","Rigs-to-Reef"
"10301","1",""
"10302","1",""
"10303","1","To Shore"
"10304","1",""
"10305","1",""
"10306","1",""
"10306","2",""
"10307","1",""
"10308","1",""
"10309","1",""
"10311","1","To Shore"
"10312","1","To Shore"
"10313","1","Rigs-to-Reef"
"10314","1","To Shore"
"10315","1","To Shore"
"10316","1","To Shore"
"10317","1",""
"10318","1","To Shore"
"10319","1",""
"10320","1","To Shore"
"10320","2","To Shore"
"10321","1",""
"10322","1",""
"10323","1",""
"10324","1","To Shore"
"10325","1","To Shore"
"10326","1","To Shore"
"10327","1","To Shore"
"10328","1","To Shore"
"10329","1",""
"10330","1",""
"10331","1","Rigs-to-Reef"
"10332","1","To Shore"
"10333","1",""
"10334","1","To Shore"
"10335","1",""
"10336","1",""
"10337","1","To Shore"
"10337","2","To Shore"
"10338","1","To Shore"
"10339","1",""
"10340","1","To Shore"
"10341","1",""
"10342","1","To Shore"
"10343","1","To Shore"
"10344","1","To Shore"
"10346","1","Rigs-to-Reef"
"10347","1","To Shore"
"10348","1","To Shore"
"10349","1",""
"10350","1","To Shore"
"10351","1","Rigs-to-Reef"
"10352","1",""
"10353","1","To Shore"
"10354","1","Rigs-to-Reef"
"10355","1","Rigs-to-Reef"
"10356","1",""
"10357","1","To Shore"
"10357","2","To Shore"
"10358","1","To Shore"
"10359","1",""
"10360","1","To Shore"
"10361","1","To Shore"
"10362","1","To Shore"
"10363","1","To Shore"
"10364","1","To Shore"
"10365","1","To Shore"
"10366","1","Rigs-to-Reef"
"10367","1","To Shore"
"10368","1","To Shore"
"10369","1","Rigs-to-Reef"
"10370","1","To Shore"
"10371","1","To Shore"
"10372","1","Rigs-to-Reef"
"10373","1","To Shore"
"10374","1","To Shore"
"10376","1","To Shore"
"10377","1","Rigs-to-Reef"
"10378","1","Rigs-to-Reef"
"10379","1",""
"10380","1",""
"10381","1","To Shore"
"10382","1","Rigs-to-Reef"
"10383","1","To Shore"
"10384","1","To Shore"
"10385","1",""
"10386","1",""
"10387","1","To Shore"
"10388","1","To Shore"
"10389","1",""
"10392","1",""
"10393","1","Rigs-to-Reef"
"10394","1","To Shore"
"10395","1","To Shore"
"10397","1","To Shore"
"10398","1","To Shore"
"10399","1","Rigs-to-Reef"
"10400","1","Rigs-to-Reef"
"10401","1",""
"10402","1",""
"10403","1",""
"10404","1",""
"10405","1",""
"10406","1","To Shore"
"10407","1",""
"10408","1",""
"10409","1",""
"10410","1",""
"10411","1","To Shore"
"10412","1",""
"10413","1",""
"10414","1",""
"10415","1",""
"10416","1",""
"10417","1",""
"10419","1",""
"10420","1","To Shore"
"10421","1",""
"10422","1",""
"10423","1","To Shore"
"10424","1","To Shore"
"10425","1",""
"10426","1","To Shore"
"10427","1",""
"10428","1","To Shore"
"10429","1",""
"10429","2",""
"10429","3",""
"10429","4",""
"10430","1","To Shore"
"10431","1","To Shore"
"10432","1",""
"10433","1",""
"10434","1",""
"10435","1",""
"10436","1",""
"10437","1","Rigs-to-Reef"
"10438","1",""
"10439","1",""
"10440","1","To Shore"
"10442","1",""
"10443","1",""
"10444","1",""
"10445","1","To Shore"
"10446","1","To Shore"
"10447","1",""
"10448","1","To Shore"
"10449","1","To Shore"
"10451","1",""
"10452","1","To Shore"
"10452","2","To Shore"
"10452","3",""
"10453","1","To Shore"
"10454","1",""
"10455","1",""
"10456","1","To Shore"
"10457","1","To Shore"
"10458","1",""
"10459","1",""
"10460","1","Rigs-to-Reef"
"10462","1","To Shore"
"10463","1","To Shore"
"10465","1",""
"10466","1",""
"10467","1",""
"10468","1","To Shore"
"10469","1",""
"10471","1",""
"10472","1",""
"10473","1",""
"10474","1",""
"10475","1",""
"10476","1","To Shore"
"10477","1",""
"10478","1",""
"10479","1","To Shore"
"10480","1","To Shore"
"10481","1",""
"10482","1","To Shore"
"10483","1",""
"10484","1",""
"10485","1",""
"10487","1",""
"10488","1",""
"10489","1","Rigs-to-Reef"
"10490","1","Rigs-to-Reef"
"10491","1",""
"10492","1","To Shore"
"10493","1",""
"10494","1",""
"10495","1",""
"10496","1","To Shore"
"10497","1",""
"10498","1",""
"10499","1","Reuse"
"10501","1",""
"10502","1","To Shore"
"10503","1","To Shore"
"10504","1",""
"10505","1","To Shore"
"10506","1",""
"10507","1",""
"10508","1","To Shore"
"10509","1","To Shore"
"10510","1","To Shore"
"10511","1",""
"10512","1","Rigs-to-Reef"
"10513","1",""
"10514","1",""
"10515","1","To Shore"
"10516","1",""
"10517","1","Rigs-to-Reef"
"10518","1","To Shore"
"10519","1",""
"10520","1","To Shore"
"10521","1","To Shore"
"10521","2","To Shore"
"10522","1","To Shore"
"10523","1",""
"10525","1",""
"10526","1",""
"10527","1","To Shore"
"10528","1","To Shore"
"10529","1",""
"10530","1","To Shore"
"10531","1","To Shore"
"10532","1",""
"10533","1",""
"10534","1","To Shore"
"10535","1","To Shore"
"10536","1",""
"10537","1","To Shore"
"10538","1",""
"10539","1","To Shore"
"10540","1",""
"10541","1","To Shore"
"10542","1","To Shore"
"10543","1","Rigs-to-Reef"
"10544","1","To Shore"
"10545","4","Rigs-to-Reef"
"10546","1",""
"10547","1","To Shore"
"10548","1",""
"10549","1","Rigs-to-Reef"
"10550","1","To Shore"
"10552","1","To Shore"
"10553","1","To Shore"
"10554","1","To Shore"
"10555","1","To Shore"
"10557","1",""
"10558","1","To Shore"
"10559","1",""
"10560","1","To Shore"
"10561","1","Reuse"
"10562","1",""
"10563","1","To Shore"
"10565","1",""
"10566","1",""
"10567","1",""
"10568","1","To Shore"
"10569","1",""
"10570","1",""
"10571","1","To Shore"
"10573","1","To Shore"
"10575","1","To Shore"
"10577","1","Reuse"
"10579","1",""
"10580","1",""
"10581","1",""
"10583","1",""
"10584","1",""
"10586","1","To Shore"
"10587","1",""
"10588","1",""
"10589","1","To Shore"
"10590","1",""
"10593","1","Rigs-to-Reef"
"10594","1",""
"10596","1",""
"10598","1",""
"20001","1",""
"20003","1","To Shore"
"20004","1","To Shore"
"20006","1","To Shore"
"20007","1","To Shore"
"20007","2",""
"20009","1","To Shore"
"20009","2","To Shore"
"20010","1",""
"20012","1",""
"20013","1",""
"20013","2",""
"20014","1",""
"20016","1","To Shore"
"20017","1","To Shore"
"20018","1","Rigs-to-Reef"
"20019","1","To Shore"
"20022","1","To Shore"
"20023","1","To Shore"
"20024","1","To Shore"
"20025","1","Rigs-to-Reef"
"20026","1","Rigs-to-Reef"
"20028","1","Rigs-to-Reef"
"20030","1","Rigs-to-Reef"
"20031","1","Rigs-to-Reef"
"20033","1","Rigs-to-Reef"
"20034","1","Rigs-to-Reef"
"20037","1","To Shore"
"20038","1",""
"20039","1","To Shore"
"20040","1","To Shore"
"20041","1","To Shore"
"20042","1","To Shore"
"20044","1","To Shore"
"20045","1","To Shore"
"20045","2","To Shore"
"20048","1","To Shore"
"20050","1","To Shore"
"20052","1","To Shore"
"20053","1",""
"20054","1",""
"20057","2",""
"20058","1","To Shore"
"20058","2","To Shore"
"20059","1",""
"20062","1",""
"20064","1",""
"20066","1","To Shore"
"20068","1","To Shore"
"20069","1","Rigs-to-Reef"
"20070","1","Rigs-to-Reef"
"20071","1","Rigs-to-Reef"
"20072","1","Rigs-to-Reef"
"20072","2","Rigs-to-Reef"
"20073","1","Rigs-to-Reef"
"20074","1","Rigs-to-Reef"
"20075","2",""
"20077","1","Rigs-to-Reef"
"20078","1","To Shore"
"20079","1","To Shore"
"20080","1","To Shore"
"20081","1","To Shore"
"20083","1",""
"20086","1","To Shore"
"20090","1","To Shore"
"20091","1",""
"20098","1","To Shore"
"20105","1","Rigs-to-Reef"
"20107","1",""
"20113","1","To Shore"
"20113","2","To Shore"
"20115","1","To Shore"
"20116","1",""
"20117","1","To Shore"
"20118","1","To Shore"
"20119","1","To Shore"
"20120","1","To Shore"
"20121","1","To Shore"
"20122","1",""
"20123","1","To Shore"
"20124","1",""
"20125","1",""
"20126","1","To Shore"
"20127","1",""
"20128","1","To Shore"
"20129","1","To Shore"
"20129","2","To Shore"
"20129","3","To Shore"
"20130","1","To Shore"
"20131","1","To Shore"
"20132","1","To Shore"
"20133","1",""
"20134","1","To Shore"
"20135","1","To Shore"
"20136","1","To Shore"
"20137","1",""
"20137","2",""
"20139","1","To Shore"
"20140","1","To Shore"
"20141","1",""
"20142","1",""
"20143","1",""
"20144","1",""
"20146","1",""
"20151","1",""
"20153","1",""
"20154","1",""
"20155","1",""
"20156","1",""
"20157","1",""
"20158","1",""
"20160","1","To Shore"
"20164","1","Rigs-to-Reef"
"20165","1","Rigs-to-Reef"
"20168","1","To Shore"
"20169","1",""
"20170","1","To Shore"
"20171","1","To Shore"
"20172","1","To Shore"
"20173","1","To Shore"
"20174","1","To Shore"
"20175","1","To Shore"
"20176","1","To Shore"
"20177","1","To Shore"
"20178","1","To Shore"
"20179","1",""
"20181","1",""
"20185","2","To Shore"
"20186","1",""
"20187","1","To Shore"
"20191","1","To Shore"
"20195","1","Rigs-to-Reef"
"20198","1",""
"20198","2",""
"20205","1","To Shore"
"20208","1",""
"20209","1","To Shore"
"20209","2","To Shore"
"20210","1","To Shore"
"20211","1","To Shore"
"20212","1","To Shore"
"20214","1",""
"20215","1","To Shore"
"20216","1",""
"20218","1","To Shore"
"20220","1","Rigs-to-Reef"
"20222","1","Rigs-to-Reef"
"20223","1","Rigs-to-Reef"
"20224","1","Rigs-to-Reef"
"20225","1","Rigs-to-Reef"
"20225","2","Rigs-to-Reef"
"20230","1","Rigs-to-Reef"
"20231","1","Rigs-to-Reef"
"20233","1","To Shore"
"20234","1","To Shore"
"20235","1",""
"20236","1",""
"20237","1",""
"20238","1",""
"20239","1",""
"20240","1",""
"20242","1","To Shore"
"20243","1",""
"20244","1",""
"20245","1",""
"20246","1","To Shore"
"20248","1",""
"20250","1",""
"20251","1","To Shore"
"20252","1","To Shore"
"20253","1",""
"20254","1",""
"20255","1",""
"20256","1","To Shore"
"20257","1","To Shore"
"20258","1",""
"20259","1",""
"20260","1",""
"20261","1","To Shore"
"20262","1",""
"20263","1",""
"20264","1","To Shore"
"20265","1",""
"20267","1",""
"20268","1","To Shore"
"20269","1","To Shore"
"20270","1","To Shore"
"20271","4",""
"20273","1","To Shore"
"20274","1","To Shore"
"20279","1","To Shore"
"20283","1","To Shore"
"20286","1",""
"20286","2",""
"20287","1",""
"20288","1","To Shore"
"20289","1","To Shore"
"20291","1","To Shore"
"20294","1","To Shore"
"20298","1","To Shore"
"20307","1","To Shore"
"20309","1","To Shore"
"20321","1","Rigs-to-Reef"
"20322","1","Rigs-to-Reef"
"20323","1","Rigs-to-Reef"
"20324","1","To Shore"
"20325","1","To Shore"
"20327","1","Rigs-to-Reef"
"20330","1","To Shore"
"20330","2","To Shore"
"20330","3","To Shore"
"20334","1",""
"20335","1","To Shore"
"20337","1",""
"20338","1","To Shore"
"20339","1",""
"20343","1","To Shore"
"20348","1","To Shore"
"20349","1","To Shore"
"20357","1","To Shore"
"20362","1","To Shore"
"20363","1","To Shore"
"20367","1","To Shore"
"20368","1","To Shore"
"20369","1","To Shore"
"20370","1","To Shore"
"20372","1","To Shore"
"20373","1","Rigs-to-Reef"
"20373","2","Rigs-to-Reef"
"20374","1","Rigs-to-Reef"
"20377","1",""
"20382","1",""
"20382","2",""
"20384","1","To Shore"
"20395","1",""
"20406","1","To Shore"
"20409","1","Rigs-to-Reef"
"20410","1","To Shore"
"20410","2","To Shore"
"20410","3","To Shore"
"20411","1",""
"20411","2",""
"20412","1",""
"20413","1",""
"20414","1",""
"20415","1",""
"20416","1",""
"20417","1","To Shore"
"20419","1",""
"20419","2","To Shore"
"20420","1",""
"20421","1","To Shore"
"20422","1","To Shore"
"20423","1","To Shore"
"20424","1","To Shore"
"20425","1","To Shore"
"20426","1","To Shore"
"20427","1",""
"20428","1",""
"20429","1",""
"20430","1","To Shore"
"20431","1","To Shore"
"20432","1",""
"20433","1",""
"20434","1","To Shore"
"20435","1","To Shore"
"20436","1",""
"20437","1","To Shore"
"20439","1",""
"20439","2","To Shore"
"20442","1",""
"20443","1","To Shore"
"20444","1","To Shore"
"20445","1","Rigs-to-Reef"
"20446","1","Rigs-to-Reef"
"20447","1","Rigs-to-Reef"
"20449","1","Rigs-to-Reef"
"20450","1","Rigs-to-Reef"
"20451","1",""
"20451","2",""
"20452","1","To Shore"
"20459","1",""
"20459","2",""
"20465","1",""
"20465","2",""
"20466","1","To Shore"
"20472","1",""
"20476","3",""
"20477","1",""
"20479","2",""
"20480","1",""
"20481","1","Rigs-to-Reef"
"20483","1",""
"20487","1","To Shore"
"20488","1","To Shore"
"20489","1","To Shore"
"20490","1","To Shore"
"20491","1","Rigs-to-Reef"
"20491","2","To Shore"
"20492","1","To Shore"
"20494","1",""
"20494","2",""
"20495","1","To Shore"
"20496","1",""
"20496","2","To Shore"
"20497","1","To Shore"
"20498","1","To Shore"
"20498","2","To Shore"
"20499","1",""
"20500","1","To Shore"
"20501","1","To Shore"
"20502","1","To Shore"
"20503","1","To Shore"
"20504","1","To Shore"
"20505","1","To Shore"
"20506","1","To Shore"
"20508","1","Reuse"
"20508","2","To Shore"
"20509","1","To Shore"
"20509","2","To Shore"
"20511","1","Rigs-to-Reef"
"20512","1",""
"20513","1",""
"20514","1",""
"20515","1","To Shore"
"20516","1","To Shore"
"20517","1","To Shore"
"20518","1","To Shore"
"20519","1","To Shore"
"20520","1","To Shore"
"20521","1","To Shore"
"20522","1",""
"20523","1","Reuse"
"20523","2","Reuse"
"20523","3","To Shore"
"20524","1","To Shore"
"20525","1",""
"20526","1",""
"20526","2",""
"20527","1","Rigs-to-Reef"
"20528","1",""
"20528","2",""
"20529","1",""
"20530","1","To Shore"
"20532","1",""
"20533","1","To Shore"
"20533","2","To Shore"
"20534","1","Rigs-to-Reef"
"20535","1","To Shore"
"20536","1","Rigs-to-Reef"
"20538","1","To Shore"
"20539","1","To Shore"
"20540","1","To Shore"
"20541","1","To Shore"
"20542","1",""
"20543","1",""
"20548","1","To Shore"
"20552","1","To Shore"
"20553","1",""
"20554","1","To Shore"
"20555","1",""
"20556","1","To Shore"
"20557","1","Rigs-to-Reef"
"20559","1","To Shore"
"20560","1",""
"20561","1",""
"20562","1",""
"20563","1","Rigs-to-Reef"
"20564","1",""
"20565","1","To Shore"
"20566","1","To Shore"
"20567","1","To Shore"
"20576","1","Rigs-to-Reef"
"20577","1","Rigs-to-Reef"
"20579","1","Rigs-to-Reef"
"20580","1","Rigs-to-Reef"
"20581","1","Rigs-to-Reef"
"20582","1","Rigs-to-Reef"
"20583","1","Rigs-to-Reef"
"20584","1","Rigs-to-Reef"
"20585","1","Rigs-to-Reef"
"20586","1","To Shore"
"20588","1","To Shore"
"20589","1",""
"2","1","To Shore"
"3","1","To Shore"
"4","1",""
"5","1","To Shore"
"8","1","Rigs-to-Reef"
"10","1","To Shore"
"11","1","To Shore"
"12","1","To Shore"
"13","1","To Shore"
"14","1","To Shore"
"16","1","To Shore"
"17","1","To Shore"
"25","1","To Shore"
"26","1","To Shore"
"27","1","To Shore"
"28","1","To Shore"
"29","1",""
"31","1","To Shore"
"32","1","Rigs-to-Reef"
"35","1",""
"37","1","To Shore"
"38","1","To Shore"
"39","1",""
"40","1","To Shore"
"43","1","To Shore"
"45","1",""
"46","1","Rigs-to-Reef"
"47","1",""
"55","1","To Shore"
"55","2","To Shore"
"57","1","To Shore"
"58","1","To Shore"
"60","1","To Shore"
"61","1","To Shore"
"67","1","Rigs-to-Reef"
"68","1",""
"74","1","To Shore"
"77","1","To Shore"
"78","1","To Shore"
"79","1","To Shore"
"80","1","To Shore"
"81","1","Rigs-to-Reef"
"84","1","To Shore"
"85","1","Rigs-to-Reef"
"87","1","Rigs-to-Reef"
"89","1","To Shore"
"90","1","To Shore"
"91","1","To Shore"
"92","1","To Shore"
"93","1",""
"94","1","To Shore"
"95","1","To Shore"
"96","1","Rigs-to-Reef"
"97","1","Rigs-to-Reef"
"98","1","To Shore"
"103","1","To Shore"
"104","1","Rigs-to-Reef"
"114","1","To Shore"
"116","1","To Shore"
"117","1","To Shore"
"121","1","To Shore"
"123","1","To Shore"
"124","1","Rigs-to-Reef"
"125","1","To Shore"
"126","1","Rigs-to-Reef"
"131","1",""
"132","1","To Shore"
"134","1","To Shore"
"135","1","To Shore"
"136","1","To Shore"
"137","1","Rigs-to-Reef"
"139","1","To Shore"
"139","2","To Shore"
"141","1","To Shore"
"144","1","To Shore"
"146","1","To Shore"
"148","1",""
"150","1","To Shore"
"151","1","To Shore"
"152","1","To Shore"
"159","1","Rigs-to-Reef"
"160","1","To Shore"
"163","1","To Shore"
"164","1",""
"165","1","To Shore"
"166","1",""
"167","1","To Shore"
"168","1","To Shore"
"169","1","Reuse"
"172","1","To Shore"
"173","1","To Shore"
"174","1",""
"175","1","To Shore"
"177","1",""
"178","1","To Shore"
"179","1","To Shore"
"180","1","To Shore"
"182","1","To Shore"
"189","1","To Shore"
"191","1",""
"194","1","To Shore"
"197","1","To Shore"
"199","1","To Shore"
"200","1","To Shore"
"201","1","To Shore"
"202","1","To Shore"
"206","1","To Shore"
"208","1","To Shore"
"213","1",""
"216","1",""
"217","1","To Shore"
"218","1","To Shore"
"218","2","To Shore"
"219","1","To Shore"
"220","1","To Shore"
"221","1","To Shore"
"222","1",""
"229","1","To Shore"
"230","1",""
"231","1","To Shore"
"232","1","To Shore"
"232","2","To Shore"
"233","1","To Shore"
"234","1","Rigs-to-Reef"
"236","1","To Shore"
"239","1",""
"240","1","To Shore"
"242","1","To Shore"
"243","1","To Shore"
"245","1","To Shore"
"245","2","To Shore"
"248","1","To Shore"
"249","1","To Shore"
"250","1","To Shore"
"252","1","To Shore"
"253","1","Rigs-to-Reef"
"254","1","Rigs-to-Reef"
"255","1","To Shore"
"256","1",""
"257","2","To Shore"
"259","1","To Shore"
"260","1",""
"261","1","To Shore"
"263","1","To Shore"
"264","1","To Shore"
"265","1","Rigs-to-Reef"
"266","1","To Shore"
"269","1","To Shore"
"272","1",""
"274","1","To Shore"
"275","1","To Shore"
"278","1","To Shore"
"279","1","To Shore"
"283","1",""
"285","1",""
"286","1","To Shore"
"290","1","Rigs-to-Reef"
"292","1","To Shore"
"293","1","To Shore"
"294","1","To Shore"
"295","1","To Shore"
"296","1","To Shore"
"298","1",""
"299","1","To Shore"
"302","1",""
"304","1",""
"305","1","To Shore"
"306","1","To Shore"
"308","1","To Shore"
"309","1",""
"311","1","To Shore"
"312","1","To Shore"
"313","1","Reuse"
"317","1","To Shore"
"319","1","To Shore"
"320","1",""
"350","1",""
"351","1","To Shore"
"352","1","To Shore"
"353","1",""
"354","1","To Shore"
"356","1","To Shore"
"360","1","To Shore"
"361","1","Rigs-to-Reef"
"362","1","To Shore"
"363","1",""
"364","1",""
"367","1","To Shore"
"368","1","To Shore"
"371","1","To Shore"
"371","2","To Shore"
"372","1","To Shore"
"373","1","To Shore"
"374","1","To Shore"
"374","2","To Shore"
"375","1","To Shore"
"383","1",""
"387","1","To Shore"
"390","1","To Shore"
"391","1","To Shore"
"393","1",""
"394","1","To Shore"
"395","1","To Shore"
"396","1","To Shore"
"397","1","To Shore"
"398","1",""
"399","1","To Shore"
"406","1",""
"409","1","To Shore"
"411","1","To Shore"
"413","1","To Shore"
"417","1","To Shore"
"419","1","To Shore"
"421","1","To Shore"
"432","1","To Shore"
"435","1","To Shore"
"452","1","To Shore"
"455","1","To Shore"
"456","1","To Shore"
"457","1","To Shore"
"458","1","To Shore"
"465","1","To Shore"
"466","1",""
"470","1","To Shore"
"471","1","To Shore"
"472","1",""
"473","1","To Shore"
"479","1","To Shore"
"480","1","To Shore"
"484","1","To Shore"
"486","1",""
"490","1","To Shore"
"510","1","Reuse"
"511","1","To Shore"
"512","1","To Shore"
"514","2","To Shore"
"518","1","To Shore"
"521","1",""
"523","2","To Shore"
"523","3","To Shore"
"524","1","To Shore"
"524","2","To Shore"
"524","3","To Shore"
"526","1","To Shore"
"529","1","To Shore"
"530","1","To Shore"
"531","1","To Shore"
"533","1","To Shore"
"535","1","To Shore"
"536","1","To Shore"
"537","1","To Shore"
"546","1","Reuse"
"551","1","To Shore"
"553","1","Rigs-to-Reef"
"554","1","To Shore"
"568","1","To Shore"
"569","1","To Shore"
"571","1","To Shore"
"574","1","To Shore"
"574","2","To Shore"
"576","1","To Shore"
"578","1",""
"579","1","To Shore"
"580","1","To Shore"
"582","1","To Shore"
"583","1","To Shore"
"584","1","To Shore"
"587","1","To Shore"
"591","1","To Shore"
"592","1",""
"594","1","To Shore"
"595","1","Rigs-to-Reef"
"597","1","To Shore"
"598","1","To Shore"
"599","1","To Shore"
"600","1","To Shore"
"602","1","To Shore"
"603","1","To Shore"
"605","1","To Shore"
"606","1","Reuse"
"608","1","To Shore"
"609","1","To Shore"
"610","1","To Shore"
"611","1","To Shore"
"612","1","To Shore"
"618","1","Rigs-to-Reef"
"621","1","Reuse"
"624","1","Rigs-to-Reef"
"625","1",""
"626","1","To Shore"
"627","1","To Shore"
"629","1","To Shore"
"632","1",""
"633","1","To Shore"
"634","1","Rigs-to-Reef"
"635","1","To Shore"
"636","1","To Shore"
"637","1","To Shore"
"639","1","To Shore"
"640","1",""
"642","1","To Shore"
"644","1","Rigs-to-Reef"
"648","1","Reuse"
"650","1","To Shore"
"654","1","To Shore"
"661","1","To Shore"
"662","1","To Shore"
"664","1","Rigs-to-Reef"
"665","1","To Shore"
"666","1","To Shore"
"668","1","To Shore"
"669","1","To Shore"
"672","1","To Shore"
"673","1","To Shore"
"676","1","To Shore"
"678","1","To Shore"
"680","1",""
"683","1","To Shore"
"684","1",""
"685","1","To Shore"
"690","1","To Shore"
"698","1","To Shore"
"699","1","To Shore"
"702","1","To Shore"
"705","1","Reuse"
"706","1","To Shore"
"707","1","Rigs-to-Reef"
"708","1","To Shore"
"711","1","To Shore"
"712","1","To Shore"
"713","1","Reuse"
"718","1",""
"721","1","To Shore"
"723","1","To Shore"
"725","1","To Shore"
"729","1","To Shore"
"730","1","To Shore"
"731","1","To Shore"
"735","1","Rigs-to-Reef"
"736","1","To Shore"
"737","1","To Shore"
"740","1","To Shore"
"742","1","To Shore"
"743","1","To Shore"
"743","2","To Shore"
"743","3","To Shore"
"744","1","To Shore"
"751","1","Rigs-to-Reef"
"756","1","To Shore"
"759","1",""
"761","1","Rigs-to-Reef"
"762","1",""
"763","1","To Shore"
"763","2","To Shore"
"769","1","Reuse"
"770","1","Rigs-to-Reef"
"773","1","To Shore"
"775","1","To Shore"
"776","1","To Shore"
"776","2","To Shore"
"777","1","To Shore"
"778","1","To Shore"
"779","1","To Shore"
"785","1","To Shore"
"789","1","To Shore"
"790","1","To Shore"
"793","1","To Shore"
"794","1","Rigs-to-Reef"
"795","1","To Shore"
"796","1","To Shore"
"798","1","To Shore"
"799","1",""
"800","1","To Shore"
"801","1",""
"803","1","To Shore"
"804","1","To Shore"
"805","1","To Shore"
"806","1","Rigs-to-Reef"
"808","1","To Shore"
"809","1","To Shore"
"810","1","To Shore"
"812","1","To Shore"
"813","1","To Shore"
"814","1","To Shore"
"815","1","To Shore"
"815","2","To Shore"
"816","1","To Shore"
"817","1","To Shore"
"818","1","Reuse"
"819","1","To Shore"
"821","1","Rigs-to-Reef"
"823","1","To Shore"
"827","1","Rigs-to-Reef"
"828","1","To Shore"
"829","1","To Shore"
"830","1",""
"831","1","Rigs-to-Reef"
"832","1","To Shore"
"836","1",""
"837","1","To Shore"
"842","1","To Shore"
"844","1","To Shore"
"845","1","To Shore"
"846","1","To Shore"
"847","1","To Shore"
"848","1","To Shore"
"849","1","To Shore"
"849","2","To Shore"
"851","1",""
"853","1","To Shore"
"854","1","To Shore"
"855","1","To Shore"
"856","1","To Shore"
"859","1","Rigs-to-Reef"
"860","1","To Shore"
"861","1","To Shore"
"862","1","To Shore"
"863","1","To Shore"
"866","1","To Shore"
"870","1","To Shore"
"874","1","To Shore"
"877","1","To Shore"
"878","1","To Shore"
"883","1","To Shore"
"884","1",""
"886","1","To Shore"
"887","1","To Shore"
"888","1","To Shore"
"889","1","To Shore"
"890","1","To Shore"
"891","1","To Shore"
"893","1","To Shore"
"894","1","To Shore"
"895","1",""
"898","1","To Shore"
"899","1","To Shore"
"902","1","To Shore"
"907","1","To Shore"
"909","1","To Shore"
"910","1","To Shore"
"911","1","To Shore"
"912","1","To Shore"
"914","1","To Shore"
"915","1","To Shore"
"917","1","To Shore"
"918","1","To Shore"
"920","1","To Shore"
"921","1","To Shore"
"927","1","To Shore"
"929","1","To Shore"
"930","1","Reuse"
"931","1","To Shore"
"933","1","To Shore"
"934","1",""
"935","1","Rigs-to-Reef"
"941","1","To Shore"
"942","1","To Shore"
"945","1","To Shore"
"947","1","To Shore"
"948","1","To Shore"
"949","1","To Shore"
"950","1","To Shore"
"953","1","To Shore"
"954","1","To Shore"
"956","1","To Shore"
"957","1","Reuse"
"958","1","Rigs-to-Reef"
"959","1","To Shore"
"960","1","To Shore"
"962","1","Rigs-to-Reef"
"964","1","To Shore"
"967","1","To Shore"
"968","1","To Shore"
"969","1","To Shore"
"970","1","To Shore"
"972","1","To Shore"
"973","1",""
"974","1",""
"975","1","To Shore"
"976","1","To Shore"
"992","1","Rigs-to-Reef"
"994","1","To Shore"
"996","1","To Shore"
"998","1","To Shore"
"1002","1","To Shore"
"1003","1","To Shore"
"1004","1","Rigs-to-Reef"
"1005","1","To Shore"
"1006","1","To Shore"
"1007","1","Rigs-to-Reef"
"1008","1","To Shore"
"1009","1","To Shore"
"1011","1","Rigs-to-Reef"
"1014","1","To Shore"
"1015","1","To Shore"
"1019","1","To Shore"
"1020","1","To Shore"
"1021","1","To Shore"
"1022","1","To Shore"
"1023","1",""
"1025","1","To Shore"
"1026","1","To Shore"
"1029","1","To Shore"
"1030","1","Reuse"
"1032","1","To Shore"
"1033","1","To Shore"
"1037","1","To Shore"
"1038","1","Rigs-to-Reef"
"1039","1","To Shore"
"1040","1","To Shore"
"1041","1","To Shore"
"1042","1","To Shore"
"1043","1","To Shore"
"1044","1","Reuse"
"1046","1","To Shore"
"1047","1","To Shore"
"1048","1","To Shore"
"1048","2","To Shore"
"1050","1","To Shore"
"1051","1","To Shore"
"1053","1","To Shore"
"1054","1","To Shore"
"1055","1","Rigs-to-Reef"
"1057","1",""
"1058","1","To Shore"
"1059","1","To Shore"
"1060","1","To Shore"
"1061","1","To Shore"
"1062","1","To Shore"
"1063","1","To Shore"
"1064","1","To Shore"
"1070","1","Reuse"
"1075","1","To Shore"
"1079","1","To Shore"
"1082","1","To Shore"
"1085","1","To Shore"
"1087","1","To Shore"
"1089","1","To Shore"
"1091","1","To Shore"
"1092","1","To Shore"
"1095","1","To Shore"
"1096","1","To Shore"
"1097","1","To Shore"
"1098","1","To Shore"
"1099","1","To Shore"
"1100","1",""
"1105","1","Reuse"
"1107","1","Reuse"
"1109","1","To Shore"
"1110","1","To Shore"
"1111","1","To Shore"
"1112","1","To Shore"
"1113","1","To Shore"
"1115","1","To Shore"
"1116","1","Rigs-to-Reef"
"1118","1","To Shore"
"1119","1","To Shore"
"1120","1","To Shore"
"1122","1","To Shore"
"1125","1","To Shore"
"1127","1","To Shore"
"1128","1","To Shore"
"1136","1","To Shore"
"1137","1","To Shore"
"1139","1","Rigs-to-Reef"
"1142","1","To Shore"
"1144","1","To Shore"
"1147","1","To Shore"
"1149","1","Reuse"
"1150","1","Reuse"
"1154","1","Reuse"
"1155","1","To Shore"
"1156","1","To Shore"
