"COMPLEX_ID_NUM","STRUCTURE_NUMBER","REMOVAL_DISPOSITION"
"1157","1","To Shore"
"1160","1","To Shore"
"1161","1","To Shore"
"1165","1","Rigs-to-Reef"
"1167","1","To Shore"
"1168","1","Reuse"
"1171","1","To Shore"
"1172","1","To Shore"
"1174","1","To Shore"
"1177","1","To Shore"
"1178","1","To Shore"
"1179","1","Rigs-to-Reef"
"1180","1","To Shore"
"1183","1","Rigs-to-Reef"
"1184","1","To Shore"
"1187","1","To Shore"
"1188","1","To Shore"
"1189","1","To Shore"
"1190","1","To Shore"
"1193","1","To Shore"
"1195","1","To Shore"
"1196","1","To Shore"
"1202","1","To Shore"
"1203","1","To Shore"
"1205","1","Rigs-to-Reef"
"1206","1","To Shore"
"1208","1","To Shore"
"1213","1","To Shore"
"1213","2","To Shore"
"1217","1","To Shore"
"1219","1","To Shore"
"1222","1","To Shore"
"1226","1","To Shore"
"1228","1","To Shore"
"1229","1","To Shore"
"1231","1","To Shore"
"1232","1","To Shore"
"1233","1","Rigs-to-Reef"
"1234","1","To Shore"
"1237","1","To Shore"
"1238","1","To Shore"
"1239","1","To Shore"
"1240","1","To Shore"
"1242","1","To Shore"
"1243","1","To Shore"
"1243","2","To Shore"
"1245","1","To Shore"
"1245","2","To Shore"
"1248","1","Reuse"
"1252","2","Reuse"
"1254","1","To Shore"
"1255","1",""
"1257","1","To Shore"
"1259","1","To Shore"
"1262","1","To Shore"
"1264","1","Rigs-to-Reef"
"1267","1","To Shore"
"1270","1","To Shore"
"1271","1","To Shore"
"1275","1","To Shore"
"1276","1","To Shore"
"1277","1","To Shore"
"1278","1","To Shore"
"1280","1","Rigs-to-Reef"
"1286","1","To Shore"
"1289","1","To Shore"
"1291","1","To Shore"
"1292","1","To Shore"
"1296","1","To Shore"
"1296","2","To Shore"
"1297","1",""
"1299","1","Reuse"
"1300","1","To Shore"
"1301","1","To Shore"
"1302","1","To Shore"
"1303","1","Rigs-to-Reef"
"1307","1","To Shore"
"1308","1","To Shore"
"1309","1","To Shore"
"1310","1","To Shore"
"1311","1","To Shore"
"1312","1","To Shore"
"1313","1","To Shore"
"1315","1","To Shore"
"1316","1","To Shore"
"1319","1","Rigs-to-Reef"
"1320","1","Rigs-to-Reef"
"1322","1","To Shore"
"1326","1","To Shore"
"1327","1","To Shore"
"1328","1","To Shore"
"1331","1","To Shore"
"1333","1","Rigs-to-Reef"
"1335","1","To Shore"
"1336","1","To Shore"
"1339","1","To Shore"
"1340","1","To Shore"
"1345","1","To Shore"
"1351","1","To Shore"
"1352","1","To Shore"
"1358","1","To Shore"
"1360","1","To Shore"
"1366","1","To Shore"
"1373","1","To Shore"
"1377","1","Reuse"
"1378","1","To Shore"
"1382","1","To Shore"
"1384","1","Rigs-to-Reef"
"1389","1","To Shore"
"1390","1","To Shore"
"1391","1","To Shore"
"1392","1","To Shore"
"1394","1","To Shore"
"1397","1","To Shore"
"1399","1","Rigs-to-Reef"
"1402","1","To Shore"
"1403","1","To Shore"
"1404","1","To Shore"
"1405","1","To Shore"
"1406","1","To Shore"
"1409","1","To Shore"
"1414","1","To Shore"
"1417","1","To Shore"
"1418","1","To Shore"
"1419","1","To Shore"
"1424","1","To Shore"
"1425","1","To Shore"
"1430","1","Rigs-to-Reef"
"1431","1","Reuse"
"1432","1","To Shore"
"1447","1","Rigs-to-Reef"
"1453","1","To Shore"
"1455","1","To Shore"
"1457","1",""
"1458","1","To Shore"
"1461","1","To Shore"
"1462","1","To Shore"
"1464","1","To Shore"
"1465","1","To Shore"
"1466","1","To Shore"
"1470","1","To Shore"
"1471","1","To Shore"
"1472","1","To Shore"
"1474","1","To Shore"
"1475","1","To Shore"
"1477","1","To Shore"
"1478","1","To Shore"
"1479","1","To Shore"
"1480","1","To Shore"
"1481","1","To Shore"
"1483","1","To Shore"
"1484","1","To Shore"
"1485","1","To Shore"
"1486","1","To Shore"
"1486","2","To Shore"
"1490","2","Reuse"
"1491","1","To Shore"
"1492","1","To Shore"
"1493","1","Reuse"
"1494","1","To Shore"
"1495","1","To Shore"
"1496","1","To Shore"
"1497","1","To Shore"
"1498","1","To Shore"
"1502","1","To Shore"
"1503","1","To Shore"
"1504","1","To Shore"
"1511","1","To Shore"
"1512","1","To Shore"
"1513","1","Rigs-to-Reef"
"1514","1","To Shore"
"1515","1","To Shore"
"1516","1","To Shore"
"1519","1","To Shore"
"1520","1","To Shore"
"1522","1","To Shore"
"1522","2","To Shore"
"1524","1","To Shore"
"1527","1","To Shore"
"1530","1","To Shore"
"1532","1","To Shore"
"1533","1","To Shore"
"1536","1","To Shore"
"1537","1","To Shore"
"1538","1","To Shore"
"1540","1","To Shore"
"1542","1","To Shore"
"1545","1","To Shore"
"1547","1","To Shore"
"1548","1","To Shore"
"1549","1","Reuse"
"1550","1","Rigs-to-Reef"
"1555","1","To Shore"
"1557","1","To Shore"
"1558","1","To Shore"
"1565","1","Reuse"
"1566","1","To Shore"
"1567","1","To Shore"
"1567","2","To Shore"
"1569","1","To Shore"
"1570","1","To Shore"
"1570","2","To Shore"
"1571","1","To Shore"
"1576","1","To Shore"
"1578","1","To Shore"
"1580","1","To Shore"
"1581","1","To Shore"
"1582","1","To Shore"
"1584","1","To Shore"
"1585","1","To Shore"
"1587","1","To Shore"
"1589","1","To Shore"
"1593","1",""
"1599","1","To Shore"
"1601","1","To Shore"
"1604","1","To Shore"
"1606","1","To Shore"
"1607","1","To Shore"
"1607","2","To Shore"
"1608","1","To Shore"
"1610","1","To Shore"
"1612","1","Rigs-to-Reef"
"1613","1","To Shore"
"1617","1","To Shore"
"1618","1","To Shore"
"1619","1","To Shore"
"1620","1","To Shore"
"1620","2","To Shore"
"1620","3","To Shore"
"1621","1","To Shore"
"1622","1","To Shore"
"1623","1","To Shore"
"1627","1","To Shore"
"1629","1","To Shore"
"1631","1","Rigs-to-Reef"
"1633","1","To Shore"
"1634","1","To Shore"
"1635","1","To Shore"
"1636","1","To Shore"
"1640","1","To Shore"
"1642","1","To Shore"
"1644","1","To Shore"
"1645","1","To Shore"
"1649","1","Rigs-to-Reef"
"1651","1","To Shore"
"1651","2","To Shore"
"1652","1","To Shore"
"1657","1","To Shore"
"1658","1","To Shore"
"1660","1","Reuse"
"1661","1","To Shore"
"1663","1","To Shore"
"1666","1","To Shore"
"1670","1","To Shore"
"1674","1","To Shore"
"1677","1","To Shore"
"1678","1","To Shore"
"1681","1","To Shore"
"1682","1","Reuse"
"1682","2","Reuse"
"1686","1","To Shore"
"1687","1","To Shore"
"1690","1","To Shore"
"1692","1","To Shore"
"1694","1","To Shore"
"1695","1","To Shore"
"1699","1","To Shore"
"1700","1","Reuse"
"1705","1","To Shore"
"1706","1","To Shore"
"1709","1","To Shore"
"1712","1","To Shore"
"1714","1","Reuse"
"1715","1","Reuse"
"1717","1","To Shore"
"1719","1","To Shore"
"1723","1","To Shore"
"1724","1","To Shore"
"1725","1","To Shore"
"1729","1","To Shore"
"1730","1","To Shore"
"1731","1","Rigs-to-Reef"
"1732","1","To Shore"
"1733","1","To Shore"
"1734","1","To Shore"
"1735","1","To Shore"
"1739","1","To Shore"
"1742","1","To Shore"
"1743","1","To Shore"
"1744","1","To Shore"
"1746","1","To Shore"
"1747","1","To Shore"
"1749","1","To Shore"
"1750","1","To Shore"
"1752","1","To Shore"
"1756","1","To Shore"
"1757","1","To Shore"
"1758","1","Rigs-to-Reef"
"1759","1","To Shore"
"1760","1","To Shore"
"1761","1","To Shore"
"1766","1","To Shore"
"1767","1","To Shore"
"1771","1","To Shore"
"1772","1","To Shore"
"1774","1","Reuse"
"1775","1","To Shore"
"1776","1","To Shore"
"1777","1","To Shore"
"1779","1","To Shore"
"1781","1","To Shore"
"1785","1","To Shore"
"1787","1","To Shore"
"1791","1","To Shore"
"1792","1","To Shore"
"1795","1","To Shore"
"1796","1","To Shore"
"1797","1","To Shore"
"50003","1","To Shore"
"50004","1","To Shore"
"50005","1","To Shore"
"50008","1",""
"50011","1","To Shore"
"50012","1","To Shore"
"50013","1",""
"50014","1","To Shore"
"50015","1","To Shore"
"60000","1","To Shore"
"60001","1","To Shore"
"70000","1","To Shore"
"70001","1",""
"70002","1","To Shore"
"70006","1",""
"70007","1","To Shore"
"70008","1","To Shore"
"70009","1","To Shore"
"70011","1","To Shore"
"70013","1","To Shore"
"70014","1",""
"70015","1",""
"70018","1","To Shore"
"70019","1","To Shore"
"70020","1","To Shore"
"70021","1","To Shore"
"70025","1","To Shore"
"70027","1","To Shore"
"70028","1",""
"80001","1","To Shore"
"80003","1","To Shore"
"80005","1","To Shore"
"80006","1",""
"80007","1","To Shore"
"80008","1",""
"80009","1","To Shore"
"80010","1","To Shore"
"80011","1","To Shore"
"80012","1","To Shore"
"80013","1","To Shore"
"80014","1","Rigs-to-Reef"
"80015","1","Rigs-to-Reef"
"80018","1","To Shore"
"80019","1","To Shore"
"80021","1",""
"80022","1","To Shore"
"80023","1","To Shore"
"80024","1","To Shore"
"80025","1",""
"80026","1","To Shore"
"80027","1","To Shore"
"80029","1","To Shore"
"80030","1","To Shore"
"80034","1","To Shore"
"80036","1","To Shore"
"80037","1","To Shore"
"90000","1","To Shore"
"90003","1",""
"90004","1","To Shore"
"90005","1","To Shore"
"90006","1","To Shore"
"90007","1",""
"90009","1","To Shore"
"90011","1","To Shore"
"90012","1",""
"90013","1","To Shore"
"90016","1","To Shore"
"90018","1",""
"90022","1",""
"90023","1","Reuse"
"90024","1","To Shore"
"90025","1","To Shore"
"90026","1","To Shore"
"90027","1","To Shore"
"22517","1",""
"22518","1",""
"22519","1","To Shore"
"22520","1",""
"22521","1",""
"22524","1","To Shore"
"22525","1","To Shore"
"22526","1",""
"22527","1",""
"22527","2","To Shore"
"22527","3","To Shore"
"22528","1","To Shore"
"22530","1","To Shore"
"22532","1","To Shore"
"22533","1","To Shore"
"22534","1",""
"22535","1","To Shore"
"22536","1","To Shore"
"22537","1","To Shore"
"22539","1",""
"22540","1","To Shore"
"22541","1","To Shore"
"22541","2","To Shore"
"22542","1",""
"22543","1",""
"22545","1",""
"22548","1",""
"22549","1",""
"22550","1",""
"22551","1",""
"22552","1","To Shore"
"22554","1","To Shore"
"22555","1",""
"22556","1","To Shore"
"22557","1","To Shore"
"22558","1","To Shore"
"22559","1",""
"22560","1",""
"22562","1",""
"22563","1",""
"22567","1",""
"22568","1","To Shore"
"22569","1","To Shore"
"22571","1",""
"22571","2",""
"22572","1",""
"22573","1",""
"22574","1",""
"22575","1","Rigs-to-Reef"
"22575","2","Rigs-to-Reef"
"22577","1",""
"22578","1",""
"22579","1","To Shore"
"22580","1",""
"22581","1","To Shore"
"22582","1","To Shore"
"22583","1","Rigs-to-Reef"
"22584","1",""
"22585","1","To Shore"
"22586","1","To Shore"
"22587","1",""
"22588","1",""
"22590","1","To Shore"
"22591","1",""
"22592","1","To Shore"
"22593","1","Rigs-to-Reef"
"22594","1",""
"22595","1",""
"22595","2",""
"22595","3",""
"22596","1","To Shore"
"22597","2","To Shore"
"22604","1",""
"22606","1","Rigs-to-Reef"
"22607","1",""
"22608","1","To Shore"
"22609","1","To Shore"
"22612","1","To Shore"
"22614","1","To Shore"
"22615","1","Rigs-to-Reef"
"22617","1","Rigs-to-Reef"
"22618","1",""
"22620","1",""
"22621","1",""
"22623","1",""
"22624","1","To Shore"
"22625","1","To Shore"
"22626","1","To Shore"
"22627","1","To Shore"
"22627","2","To Shore"
"22627","3","To Shore"
"22628","1","To Shore"
"22629","1","Rigs-to-Reef"
"22630","2","To Shore"
"22632","1","To Shore"
"22633","1",""
"22634","1","To Shore"
"22635","1","To Shore"
"22636","1",""
"22638","1","To Shore"
"22639","1",""
"22640","1",""
"22641","1","To Shore"
"22642","1",""
"22643","1","To Shore"
"22644","1","To Shore"
"22645","1",""
"22646","1",""
"22648","1","To Shore"
"22649","1",""
"22650","1","To Shore"
"22652","1",""
"22653","1",""
"22654","1","To Shore"
"22656","1",""
"22656","2",""
"22658","1",""
"22659","1","To Shore"
"22660","1",""
"22661","1",""
"22665","1","To Shore"
"22666","1",""
"22667","1",""
"22668","1",""
"22669","1",""
"22670","1","To Shore"
"22671","1",""
"22672","1",""
"22673","1",""
"22673","2",""
"22678","1","To Shore"
"22680","1",""
"22681","1",""
"22682","1","To Shore"
"22682","2","To Shore"
"22682","3","To Shore"
"22682","4",""
"22683","1",""
"22684","1","To Shore"
"22686","1","To Shore"
"22687","1","Rigs-to-Reef"
"22688","1",""
"22689","1","To Shore"
"22690","1","To Shore"
"22691","1","To Shore"
"22693","1",""
"22694","1",""
"22696","1","Rigs-to-Reef"
"22697","1","Rigs-to-Reef"
"22698","1",""
"22700","1",""
"22700","2",""
"22700","3",""
"22702","1","To Shore"
"22702","2","To Shore"
"22702","3","To Shore"
"22703","1","To Shore"
"22705","1","Rigs-to-Reef"
"22706","1","To Shore"
"22708","1","To Shore"
"22709","1",""
"22710","1",""
"22712","1",""
"22714","1","To Shore"
"22715","1",""
"22718","1",""
"22719","1",""
"22720","1",""
"22722","1",""
"22723","1","To Shore"
"22724","1",""
"22725","1",""
"22727","1","Rigs-to-Reef"
"22729","1",""
"22730","1",""
"22731","1","To Shore"
"22732","1","To Shore"
"22733","1","Rigs-to-Reef"
"22734","1",""
"22735","1",""
"22736","1","To Shore"
"22737","1",""
"22740","1","To Shore"
"22741","1","To Shore"
"22742","1","Rigs-to-Reef"
"22745","1",""
"22747","1","Rigs-to-Reef"
"22748","1","To Shore"
"22750","1","To Shore"
"22750","2","To Shore"
"22753","1","To Shore"
"22753","2","To Shore"
"22754","1","To Shore"
"22755","1",""
"22756","1","To Shore"
"22758","1","To Shore"
"22759","1","Rigs-to-Reef"
"22760","1","To Shore"
"22761","1","To Shore"
"22762","1","Rigs-to-Reef"
"22764","1","To Shore"
"22765","1",""
"22768","1","To Shore"
"22770","1","To Shore"
"22771","2","To Shore"
"22772","1",""
"22773","1",""
"22774","1","Rigs-to-Reef"
"22775","1",""
"22777","1","Rigs-to-Reef"
"22779","1",""
"22780","1",""
"22780","2","To Shore"
"22781","1","To Shore"
"22782","1",""
"22783","1",""
"22784","1",""
"22785","1","To Shore"
"22786","1","To Shore"
"22787","1","To Shore"
"22788","1","To Shore"
"22789","1","To Shore"
"22790","1",""
"22791","1","To Shore"
"22792","1",""
"22793","1","To Shore"
"22794","1","To Shore"
"22795","1",""
"22796","1",""
"22797","1",""
"22799","1",""
"22800","1",""
"22801","1",""
"22802","1",""
"22806","1","To Shore"
"22807","1",""
"22808","1",""
"22809","1",""
"22810","1",""
"22811","1","To Shore"
"22814","1","To Shore"
"22815","1",""
"22816","1",""
"22817","1",""
"22818","1","To Shore"
"22819","1",""
"22820","1","To Shore"
"22821","1",""
"22822","1",""
"22823","1",""
"22824","1",""
"22825","1",""
"22826","1",""
"22827","1",""
"22828","1","To Shore"
"22828","2","To Shore"
"22828","3","To Shore"
"22829","1",""
"22830","1","Reuse"
"22831","1","To Shore"
"22832","1","To Shore"
"22833","1",""
"22834","1",""
"22835","1",""
"22836","1",""
"22837","1","Rigs-to-Reef"
"22838","1","To Shore"
"22840","1","Rigs-to-Reef"
"22841","1","To Shore"
"22842","1",""
"22845","1",""
"22845","2",""
"22846","1","Rigs-to-Reef"
"22848","1","To Shore"
"22849","1","Rigs-to-Reef"
"22850","1",""
"22851","1",""
"22852","1",""
"22853","1",""
"22855","1","To Shore"
"22856","1","To Shore"
"22857","1","To Shore"
"22860","1",""
"22861","1","To Shore"
"22862","1","To Shore"
"22863","1","To Shore"
"22866","1","To Shore"
"22867","1",""
"22868","1",""
"22869","1",""
"22870","1","To Shore"
"22871","1",""
"22872","1",""
"22873","1",""
"22874","1","To Shore"
"22879","1","To Shore"
"22880","1",""
"22881","1","Reuse"
"22882","1","To Shore"
"22883","1",""
"22885","1",""
"22887","1",""
"22889","1","To Shore"
"22890","1",""
"22892","1","To Shore"
"22893","1",""
"22894","1","To Shore"
"22897","1",""
"22898","1",""
"22899","1","Rigs-to-Reef"
"22900","1",""
"22900","2",""
"22901","2","To Shore"
"22902","1",""
"22903","1",""
"22904","1","To Shore"
"22906","1","To Shore"
"22907","1",""
"22908","1",""
"22923","1",""
"22924","1",""
"22925","1","Reuse"
"22926","1",""
"22927","1","To Shore"
"22928","1","Rigs-to-Reef"
"22928","2","Rigs-to-Reef"
"22929","1","To Shore"
"22930","1",""
"22931","1",""
"22932","1",""
"22933","1",""
"22934","1","To Shore"
"22936","1","To Shore"
"22938","1",""
"22939","1",""
"22942","1",""
"22943","1",""
"22944","1",""
"22944","2",""
"22944","3",""
"22946","1",""
"22947","1","To Shore"
"22948","1",""
"22949","1","To Shore"
"22950","1","To Shore"
"22951","1",""
"22952","1",""
"22953","1","To Shore"
"22955","1","To Shore"
"22956","1","To Shore"
"22957","1","Rigs-to-Reef"
"22958","1",""
"22958","2",""
"22959","1","To Shore"
"22960","1",""
"22962","1",""
"22964","1","To Shore"
"22965","1",""
"22967","1","To Shore"
"22967","2","To Shore"
"22968","1","To Shore"
"22969","1",""
"22970","1",""
"22971","1",""
"22972","1",""
"22973","1",""
"22974","1","To Shore"
"22975","1",""
"22976","1","To Shore"
"22978","1",""
"22980","1",""
"22981","1","Rigs-to-Reef"
"22981","2","Rigs-to-Reef"
"22982","1",""
"22983","1",""
"22984","1",""
"22985","1","Rigs-to-Reef"
"22986","1","Rigs-to-Reef"
"22987","1","To Shore"
"22987","2","To Shore"
"22987","3","To Shore"
"22988","1",""
"22989","1",""
"22990","1",""
"22992","1","To Shore"
"22993","1",""
"22995","1","To Shore"
"22995","2","To Shore"
"22996","1",""
"22997","1",""
"22998","1",""
"22999","1","To Shore"
"23000","1","To Shore"
"23001","1",""
"23002","1","To Shore"
"23003","1","To Shore"
"23004","1","Rigs-to-Reef"
"23006","1",""
"23008","1","To Shore"
"23009","1","Rigs-to-Reef"
"23010","1",""
"23011","1","Rigs-to-Reef"
"23012","1","To Shore"
"23013","1","To Shore"
"23013","2","To Shore"
"23013","3","To Shore"
"23015","1","Rigs-to-Reef"
"23015","2","Rigs-to-Reef"
"23016","1","To Shore"
"23017","1","To Shore"
"23019","1",""
"23020","1",""
"23024","1","To Shore"
"23028","1",""
"23029","1",""
"23030","1","Rigs-to-Reef"
"23031","1","To Shore"
"23033","1","To Shore"
"23034","1",""
"23035","1",""
"23036","1","To Shore"
"23037","1",""
"23038","1",""
"23039","1","Rigs-to-Reef"
"23040","1",""
"23041","1","To Shore"
"23042","1",""
"23044","1","To Shore"
"23048","1","To Shore"
"23052","1","To Shore"
"23053","1",""
"23055","1",""
"23056","1",""
"23058","1",""
"23059","1",""
"23060","1","To Shore"
"23061","1",""
"23063","1","Rigs-to-Reef"
"23064","1",""
"23066","1","To Shore"
"23068","1",""
"23070","1","To Shore"
"23073","1","To Shore"
"23075","1","To Shore"
"23076","1","To Shore"
"23076","2","To Shore"
"23078","1",""
"23079","1",""
"23081","1",""
"23082","1",""
"23084","1",""
"23087","1","To Shore"
"23088","1","To Shore"
"23089","1",""
"23090","1",""
"23091","1","To Shore"
"23092","1",""
"23093","1","To Shore"
"23094","1","To Shore"
"23097","1",""
"23098","1","To Shore"
"23099","1",""
"23100","1","To Shore"
"23102","1",""
"23104","1",""
"23105","1","To Shore"
"23106","1",""
"23108","2","To Shore"
"23111","1",""
"23113","1",""
"23113","2",""
"23117","1","Rigs-to-Reef"
"23118","1","To Shore"
"23121","1",""
"23121","2",""
"23121","3",""
"23122","1",""
"23124","1",""
"23125","1","To Shore"
"23126","1",""
"23127","1",""
"23128","1",""
"23129","1","To Shore"
"23132","1","To Shore"
"23133","1","To Shore"
"23134","1","To Shore"
"23135","1",""
"23136","1","Rigs-to-Reef"
"23137","1","To Shore"
"23138","1",""
"23140","1",""
"23142","1","Rigs-to-Reef"
"23143","1","To Shore"
"23144","1","To Shore"
"23145","1","To Shore"
"23147","1","To Shore"
"23148","1","To Shore"
"23149","1",""
"23152","1",""
"23153","1","To Shore"
"23153","2","To Shore"
"23156","1","To Shore"
"23158","1","To Shore"
"23160","1","To Shore"
"23161","1",""
"23163","1","Rigs-to-Reef"
"23164","1",""
"23168","1",""
"23168","2",""
"23169","1",""
"23170","1","To Shore"
"23171","1",""
"23172","1",""
"23172","2","To Shore"
"23173","1","To Shore"
"23174","1","To Shore"
"23175","1","To Shore"
"23175","2","To Shore"
"23175","3","To Shore"
"23176","1",""
"23177","1",""
"23178","1","To Shore"
"23179","1",""
"23180","1","To Shore"
"23181","1","To Shore"
"23181","2","To Shore"
"23181","3","To Shore"
"23182","1",""
"23183","1","To Shore"
"23184","1",""
"23184","2",""
"23185","1","To Shore"
"23186","1",""
"23187","1",""
"23188","1","Reuse"
"23191","1",""
"23193","1",""
"23193","2",""
"23194","1","To Shore"
"23198","1",""
"23200","1","To Shore"
"23201","1",""
"23202","1",""
"23203","1","To Shore"
"23204","1","To Shore"
"23204","2","To Shore"
"23205","1",""
"23205","2",""
"23209","1","Rigs-to-Reef"
"23209","2","Rigs-to-Reef"
"23210","1","To Shore"
"23211","1",""
"23213","1","To Shore"
"23214","1",""
"23215","1","To Shore"
"23216","1",""
"23217","1","To Shore"
"23218","1",""
"23219","1","To Shore"
"23221","1","To Shore"
"23222","1","To Shore"
"23225","1",""
"23226","1",""
"23227","1",""
"23228","1",""
"23231","1",""
"23232","1",""
"23233","1",""
"23242","1",""
"23244","1",""
"23245","1","To Shore"
"23246","1",""
"23247","1",""
"23248","1",""
"23249","1",""
"23250","1",""
"23251","1",""
"23252","1","To Shore"
"23254","1","To Shore"
"23255","1","To Shore"
"23256","1",""
"23257","1","To Shore"
"23258","1",""
"23259","1",""
"23260","1",""
"23261","1",""
"23262","1",""
"23263","1",""
"23264","1","To Shore"
"23264","2","To Shore"
"23265","1","To Shore"
"23265","2","To Shore"
"23266","1","Rigs-to-Reef"
"23267","1","To Shore"
"23268","1","Rigs-to-Reef"
"23269","1","To Shore"
"23269","2","To Shore"
"23270","1",""
"23270","2",""
"23270","3",""
"23270","4",""
"23270","5",""
"23270","6",""
"23270","7",""
"23270","8",""
"23270","9",""
"23270","10",""
"23271","1",""
"23272","1","To Shore"
"23273","1",""
"23274","1","To Shore"
"23275","1",""
"23276","1",""
"23282","1","To Shore"
"23283","1","To Shore"
"23285","1",""
"23285","2",""
"23286","1","Rigs-to-Reef"
"23287","1","To Shore"
"23288","1",""
"23290","1","To Shore"
"23290","2","To Shore"
"23291","1","To Shore"
"23292","1",""
"23293","1",""
"23294","1","To Shore"
"23295","1",""
"23296","1",""
"23297","1",""
"23298","1",""
"23299","1",""
"23300","1","To Shore"
"23301","1","To Shore"
"23302","1","To Shore"
"23303","1","To Shore"
"23304","1","To Shore"
"23305","1",""
"23306","1",""
"23308","1","Rigs-to-Reef"
"23310","1","To Shore"
"23312","1","To Shore"
"23313","1","To Shore"
"23314","1",""
"23315","1","To Shore"
"23316","1",""
"23317","1",""
"23318","1",""
"23319","1","To Shore"
"23320","1",""
"23322","1",""
"23323","1","To Shore"
"23324","1","To Shore"
"23325","1",""
"23326","1","To Shore"
"23326","2","To Shore"
"23327","1",""
"23328","1","To Shore"
"23329","1","Reuse"
"23330","1",""
"23331","1","Rigs-to-Reef"
"23332","1",""
"23333","1","To Shore"
"23334","1",""
"23335","1",""
"23336","1","Rigs-to-Reef"
"23337","1",""
"23338","1",""
"23339","1",""
"23340","1",""
"23341","1",""
"23342","1",""
"23343","1",""
"23344","1","To Shore"
"23345","1",""
"23346","1",""
"23348","1",""
"23349","1","To Shore"
"23350","1","Rigs-to-Reef"
"23351","1","To Shore"
"23351","2","Reuse"
"23351","3","To Shore"
"23352","1",""
"23354","1","To Shore"
"23356","1","To Shore"
"23357","1","To Shore"
"23358","1",""
"23359","1","To Shore"
"23360","1","To Shore"
"23361","1","To Shore"
"23362","1",""
"23364","1",""
"23365","1",""
"23366","1","To Shore"
"23367","1","To Shore"
"23367","2","To Shore"
"23368","1","To Shore"
"23370","1","To Shore"
"23370","2",""
"23371","1","Reuse"
"23372","1","Rigs-to-Reef"
"23373","1","To Shore"
"23374","1",""
"23377","1",""
"23378","1","Reuse"
"23379","1","To Shore"
"23380","1",""
"23381","1",""
"23382","1",""
"23383","1","To Shore"
"23384","1",""
"23385","1",""
"23386","1",""
"23387","1","To Shore"
"23388","1",""
"23389","1","Rigs-to-Reef"
"23390","1",""
"23392","1","To Shore"
"23393","1","To Shore"
"23394","1","To Shore"
"23395","1",""
"23397","1","To Shore"
"23398","1","To Shore"
"23400","1",""
"23401","1",""
"23406","1",""
"23408","1",""
"23410","1",""
"23411","1",""
"23412","1",""
"23414","1",""
"23418","1",""
"23419","1",""
"23420","1","Rigs-to-Reef"
"23421","1",""
"23422","1",""
"23424","1",""
"23425","1",""
"23426","1",""
"23427","1",""
"23428","1",""
"23429","1",""
"23430","1","Rigs-to-Reef"
"23431","1",""
"23432","1",""
"23432","2",""
"23433","1",""
"23434","1",""
"23435","1",""
"23436","1","To Shore"
"23437","1","To Shore"
"23440","1",""
"23441","1","Rigs-to-Reef"
"23442","1","To Shore"
"23443","1","Rigs-to-Reef"
"23444","1","To Shore"
"23445","1","To Shore"
"23446","1",""
"23447","1","To Shore"
"23448","1","To Shore"
"23449","1",""
"23450","1",""
"23452","1",""
"23453","1","Rigs-to-Reef"
"23454","1","To Shore"
"23455","1",""
"23456","1",""
"23457","1",""
"23458","1","To Shore"
"23459","1","To Shore"
"23460","1",""
"23461","1","To Shore"
"23462","1",""
"23463","1","Rigs-to-Reef"
"23464","1",""
"23465","1",""
"23466","1",""
"23468","1",""
"23470","1",""
"23471","1",""
"23476","1","To Shore"
"23477","1",""
"23478","1",""
"23479","1",""
"23480","1",""
"23481","1",""
"23482","1",""
"23483","1",""
"23484","1","To Shore"
"23485","1","To Shore"
"23486","1",""
"23487","1",""
"23488","1","To Shore"
"23489","1",""
"23490","1","To Shore"
"23491","1",""
"23492","1",""
"23493","1","To Shore"
"23495","1","To Shore"
"23496","1","To Shore"
"23497","1","To Shore"
"23498","1",""
"23500","1",""
"23501","1",""
"23504","1","To Shore"
"23505","1",""
"23506","1","To Shore"
"23507","1",""
"23508","1",""
"23509","1",""
"23511","1",""
"23512","1","To Shore"
"23528","1",""
"23529","1","Rigs-to-Reef"
"23531","1","To Shore"
"23532","1",""
"23533","1",""
"23534","1","To Shore"
"23535","1",""
"23536","1",""
"23537","1","To Shore"
"23538","1","To Shore"
"23539","1",""
"23540","1",""
"23541","1",""
"23542","1",""
"23543","1","To Shore"
"23544","1",""
"23545","1",""
"23546","1",""
"23547","1",""
"23549","1","To Shore"
"23550","1","To Shore"
"23551","1","To Shore"
"23553","1","To Shore"
"23555","1","To Shore"
"23556","1",""
"23558","1",""
"23559","1",""
"23560","1","To Shore"
"23560","2","To Shore"
"23561","1","To Shore"
"23562","1",""
"23565","1","To Shore"
"23566","1",""
"23567","1","Rigs-to-Reef"
"23567","2","Rigs-to-Reef"
"23568","1",""
"23570","1","To Shore"
"23571","1","To Shore"
"23572","1","To Shore"
"23573","1","To Shore"
"23574","1","To Shore"
"23575","1",""
"23576","1",""
"23577","1",""
"23579","1","To Shore"
"23581","1","Rigs-to-Reef"
"23582","1",""
"23583","1","To Shore"
"23584","1","To Shore"
"23584","2","To Shore"
"23584","3","To Shore"
"23584","4",""
"23584","5","To Shore"
"23585","1","To Shore"
"23587","1","To Shore"
"23588","1",""
"23589","1","To Shore"
"23592","1","Rigs-to-Reef"
"23593","1",""
"23594","1",""
"23595","1",""
"23596","1",""
"23597","1","To Shore"
"23600","1","To Shore"
"23601","1",""
"23602","1",""
"23603","1","Reuse"
"23604","1",""
"23605","1",""
"23607","1",""
"23608","1",""
"23609","1",""
"23610","1",""
"23611","1",""
"23612","1",""
"23613","1","To Shore"
